division,date,unemployment
"Edison-New Brunswick, NJ Met Div",2003-04-01,55.0
"Edison-New Brunswick, NJ Met Div",2003-05-01,55.0
"Edison-New Brunswick, NJ Met Div",2003-06-01,55.0
"Edison-New Brunswick, NJ Met Div",2003-07-01,55.0
"Edison-New Brunswick, NJ Met Div",2003-08-01,55.0
"Edison-New Brunswick, NJ Met Div",2003-09-01,54.0
"Edison-New Brunswick, NJ Met Div",2003-10-01,53.0
"Edison-New Brunswick, NJ Met Div",2003-11-01,52.0
"Edison-New Brunswick, NJ Met Div",2003-12-01,51.0
"Edison-New Brunswick, NJ Met Div",2004-01-01,50.0
"Edison-New Brunswick, NJ Met Div",2004-02-01,49.0
"Edison-New Brunswick, NJ Met Div",2004-03-01,49.0
"Edison-New Brunswick, NJ Met Div",2004-04-01,48.0
"Edison-New Brunswick, NJ Met Div",2004-05-01,47.0
"Edison-New Brunswick, NJ Met Div",2004-06-01,46.0
"Edison-New Brunswick, NJ Met Div",2004-07-01,45.0
"Edison-New Brunswick, NJ Met Div",2004-08-01,44.0
"Edison-New Brunswick, NJ Met Div",2004-09-01,43.0
"Edison-New Brunswick, NJ Met Div",2004-10-01,42.0
"Edison-New Brunswick, NJ Met Div",2004-11-01,41.0
"Edison-New Brunswick, NJ Met Div",2004-12-01,41.0
"Edison-New Brunswick, NJ Met Div",2005-01-01,41.0
"Edison-New Brunswick, NJ Met Div",2005-02-01,41.0
"Edison-New Brunswick, NJ Met Div",2005-03-01,40.0
"Edison-New Brunswick, NJ Met Div",2005-04-01,40.0
"Edison-New Brunswick, NJ Met Div",2005-05-01,40.0
"Edison-New Brunswick, NJ Met Div",2005-06-01,40.0
"Edison-New Brunswick, NJ Met Div",2005-07-01,41.0
"Edison-New Brunswick, NJ Met Div",2005-08-01,41.0
"Edison-New Brunswick, NJ Met Div",2005-09-01,42.0
"Edison-New Brunswick, NJ Met Div",2005-10-01,43.0
"Edison-New Brunswick, NJ Met Div",2005-11-01,43.0
"Edison-New Brunswick, NJ Met Div",2005-12-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-01-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-02-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-03-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-04-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-05-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-06-01,44.0
"Edison-New Brunswick, NJ Met Div",2006-07-01,43.0
"Edison-New Brunswick, NJ Met Div",2006-08-01,43.0
"Edison-New Brunswick, NJ Met Div",2006-09-01,42.0
"Edison-New Brunswick, NJ Met Div",2006-10-01,41.0
"Edison-New Brunswick, NJ Met Div",2006-11-01,40.0
"Edison-New Brunswick, NJ Met Div",2006-12-01,39.0
"Edison-New Brunswick, NJ Met Div",2007-01-01,39.0
"Edison-New Brunswick, NJ Met Div",2007-02-01,38.0
"Edison-New Brunswick, NJ Met Div",2007-03-01,38.0
"Edison-New Brunswick, NJ Met Div",2007-04-01,38.0
"Edison-New Brunswick, NJ Met Div",2007-05-01,38.0
"Edison-New Brunswick, NJ Met Div",2007-06-01,38.0
"Edison-New Brunswick, NJ Met Div",2007-07-01,38.0
"Edison-New Brunswick, NJ Met Div",2007-08-01,39.0
"Edison-New Brunswick, NJ Met Div",2007-09-01,39.0
"Edison-New Brunswick, NJ Met Div",2007-10-01,40.0
"Edison-New Brunswick, NJ Met Div",2007-11-01,41.0
"Edison-New Brunswick, NJ Met Div",2007-12-01,41.0
"Edison-New Brunswick, NJ Met Div",2008-01-01,43.0
"Edison-New Brunswick, NJ Met Div",2008-02-01,44.0
"Edison-New Brunswick, NJ Met Div",2008-03-01,44.0
"Edison-New Brunswick, NJ Met Div",2008-04-01,45.0
"Edison-New Brunswick, NJ Met Div",2008-05-01,47.0
"Edison-New Brunswick, NJ Met Div",2008-06-01,48.0
"Edison-New Brunswick, NJ Met Div",2008-07-01,50.0
"Edison-New Brunswick, NJ Met Div",2008-08-01,52.0
"Edison-New Brunswick, NJ Met Div",2008-09-01,54.0
"Edison-New Brunswick, NJ Met Div",2008-10-01,57.0
"Edison-New Brunswick, NJ Met Div",2008-11-01,61.0
"Edison-New Brunswick, NJ Met Div",2008-12-01,66.0
"Edison-New Brunswick, NJ Met Div",2009-01-01,70.0
"Edison-New Brunswick, NJ Met Div",2009-02-01,75.0
"Edison-New Brunswick, NJ Met Div",2009-03-01,79.0
"Edison-New Brunswick, NJ Met Div",2009-04-01,82.0
"Edison-New Brunswick, NJ Met Div",2009-05-01,84.0
"Edison-New Brunswick, NJ Met Div",2009-06-01,86.0
"Edison-New Brunswick, NJ Met Div",2009-07-01,87.0
"Edison-New Brunswick, NJ Met Div",2009-08-01,88.0
"Edison-New Brunswick, NJ Met Div",2009-09-01,89.0
"Edison-New Brunswick, NJ Met Div",2009-10-01,89.0
"Edison-New Brunswick, NJ Met Div",2009-11-01,90.0
"Edison-New Brunswick, NJ Met Div",2009-12-01,90.0
"Edison-New Brunswick, NJ Met Div",2010-01-01,91.0
"Edison-New Brunswick, NJ Met Div",2010-02-01,91.0
"Edison-New Brunswick, NJ Met Div",2010-03-01,91.0
"Edison-New Brunswick, NJ Met Div",2010-04-01,90.0
"Edison-New Brunswick, NJ Met Div",2010-05-01,89.0
"Edison-New Brunswick, NJ Met Div",2010-06-01,89.0
"Edison-New Brunswick, NJ Met Div",2010-07-01,88.0
"Edison-New Brunswick, NJ Met Div",2010-08-01,88.0
"Edison-New Brunswick, NJ Met Div",2010-09-01,88.0
"Edison-New Brunswick, NJ Met Div",2010-10-01,88.0
"Edison-New Brunswick, NJ Met Div",2010-11-01,88.0
"Edison-New Brunswick, NJ Met Div",2010-12-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-01-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-02-01,86.0
"Edison-New Brunswick, NJ Met Div",2011-03-01,86.0
"Edison-New Brunswick, NJ Met Div",2011-04-01,86.0
"Edison-New Brunswick, NJ Met Div",2011-05-01,86.0
"Edison-New Brunswick, NJ Met Div",2011-06-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-07-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-08-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-09-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-10-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-11-01,87.0
"Edison-New Brunswick, NJ Met Div",2011-12-01,86.0
"Edison-New Brunswick, NJ Met Div",2012-01-01,86.0
"Edison-New Brunswick, NJ Met Div",2012-02-01,86.0
"Edison-New Brunswick, NJ Met Div",2012-03-01,87.0
"Edison-New Brunswick, NJ Met Div",2012-04-01,88.0
"Edison-New Brunswick, NJ Met Div",2012-05-01,88.0
"Edison-New Brunswick, NJ Met Div",2012-06-01,89.0
"Edison-New Brunswick, NJ Met Div",2012-07-01,89.0
"Edison-New Brunswick, NJ Met Div",2012-08-01,90.0
"Edison-New Brunswick, NJ Met Div",2012-09-01,90.0
"Edison-New Brunswick, NJ Met Div",2012-10-01,90.0
"Edison-New Brunswick, NJ Met Div",2012-11-01,90.0
"Edison-New Brunswick, NJ Met Div",2012-12-01,90.0
"Edison-New Brunswick, NJ Met Div",2013-01-01,89.0
"Edison-New Brunswick, NJ Met Div",2013-02-01,87.0
"Edison-New Brunswick, NJ Met Div",2013-03-01,83.0
"Edison-New Brunswick, NJ Met Div",2013-04-01,80.0
"Edison-New Brunswick, NJ Met Div",2013-05-01,79.0
"Edison-New Brunswick, NJ Met Div",2013-06-01,80.0
"Edison-New Brunswick, NJ Met Div",2013-07-01,78.0
"Edison-New Brunswick, NJ Met Div",2013-08-01,78.0
"Edison-New Brunswick, NJ Met Div",2013-09-01,77.0
"Edison-New Brunswick, NJ Met Div",2013-10-01,77.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-01-01,35.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-02-01,36.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-03-01,36.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-04-01,37.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-05-01,37.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-06-01,38.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-07-01,38.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-08-01,38.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-09-01,37.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-10-01,36.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-11-01,35.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2000-12-01,35.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-01-01,36.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-02-01,37.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-03-01,38.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-04-01,39.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-05-01,40.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-06-01,41.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-07-01,43.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-08-01,46.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-09-01,49.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-10-01,53.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-11-01,57.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2001-12-01,59.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-01-01,61.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-02-01,61.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-03-01,60.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-04-01,60.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-05-01,60.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-06-01,59.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-07-01,58.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-08-01,58.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-09-01,57.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-10-01,57.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-11-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2002-12-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-01-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-02-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-03-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-04-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-05-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-06-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-07-01,55.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-08-01,54.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-09-01,53.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-10-01,51.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-11-01,50.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2003-12-01,49.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-01-01,48.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-02-01,48.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-03-01,48.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-04-01,47.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-05-01,47.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-06-01,46.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-07-01,46.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-08-01,45.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-09-01,44.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-10-01,43.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-11-01,42.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2004-12-01,42.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-01-01,41.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-02-01,40.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-03-01,39.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-04-01,38.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-05-01,37.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-06-01,36.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-07-01,35.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-08-01,34.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-09-01,34.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-10-01,34.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-11-01,33.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2005-12-01,33.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-01-01,32.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-02-01,31.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-03-01,31.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-04-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-05-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-06-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-07-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-08-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-09-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-10-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-11-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2006-12-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-01-01,30.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-02-01,31.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-03-01,31.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-04-01,32.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-05-01,32.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-06-01,33.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-07-01,34.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-08-01,35.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-09-01,36.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-10-01,38.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-11-01,39.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2007-12-01,40.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-01-01,41.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-02-01,42.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-03-01,44.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-04-01,47.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-05-01,49.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-06-01,52.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-07-01,55.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-08-01,57.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-09-01,60.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-10-01,63.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-11-01,67.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2008-12-01,70.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-01-01,75.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-02-01,79.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-03-01,83.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-04-01,86.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-05-01,89.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-06-01,91.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-07-01,93.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-08-01,94.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-09-01,96.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-10-01,97.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-11-01,98.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2009-12-01,98.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-01-01,98.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-02-01,98.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-03-01,97.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-04-01,96.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-05-01,95.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-06-01,95.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-07-01,95.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-08-01,95.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-09-01,96.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-10-01,96.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-11-01,96.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2010-12-01,96.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-01-01,95.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-02-01,94.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-03-01,92.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-04-01,92.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-05-01,91.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-06-01,91.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-07-01,90.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-08-01,89.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-09-01,88.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-10-01,86.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-11-01,84.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2011-12-01,82.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-01-01,80.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-02-01,79.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-03-01,78.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-04-01,77.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-05-01,76.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-06-01,75.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-07-01,74.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-08-01,73.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-09-01,71.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-10-01,70.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-11-01,69.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2012-12-01,68.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-01-01,67.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-02-01,65.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-03-01,62.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-04-01,61.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-05-01,60.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-06-01,59.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-07-01,58.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-08-01,56.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-09-01,55.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div",2013-10-01,54.0
"Fort Worth-Arlington, TX Met Div",2000-01-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-02-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-03-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-04-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-05-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-06-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-07-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-08-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-09-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-10-01,36.0
"Fort Worth-Arlington, TX Met Div",2000-11-01,35.0
"Fort Worth-Arlington, TX Met Div",2000-12-01,35.0
"Fort Worth-Arlington, TX Met Div",2001-01-01,35.0
"Fort Worth-Arlington, TX Met Div",2001-02-01,36.0
"Fort Worth-Arlington, TX Met Div",2001-03-01,38.0
"Fort Worth-Arlington, TX Met Div",2001-04-01,39.0
"Fort Worth-Arlington, TX Met Div",2001-05-01,40.0
"Fort Worth-Arlington, TX Met Div",2001-06-01,42.0
"Fort Worth-Arlington, TX Met Div",2001-07-01,44.0
"Fort Worth-Arlington, TX Met Div",2001-08-01,46.0
"Fort Worth-Arlington, TX Met Div",2001-09-01,48.0
"Fort Worth-Arlington, TX Met Div",2001-10-01,51.0
"Fort Worth-Arlington, TX Met Div",2001-11-01,54.0
"Fort Worth-Arlington, TX Met Div",2001-12-01,56.0
"Fort Worth-Arlington, TX Met Div",2002-01-01,57.0
"Fort Worth-Arlington, TX Met Div",2002-02-01,58.0
"Fort Worth-Arlington, TX Met Div",2002-03-01,59.0
"Fort Worth-Arlington, TX Met Div",2002-04-01,60.0
"Fort Worth-Arlington, TX Met Div",2002-05-01,60.0
"Fort Worth-Arlington, TX Met Div",2002-06-01,60.0
"Fort Worth-Arlington, TX Met Div",2002-07-01,60.0
"Fort Worth-Arlington, TX Met Div",2002-08-01,60.0
"Fort Worth-Arlington, TX Met Div",2002-09-01,61.0
"Fort Worth-Arlington, TX Met Div",2002-10-01,61.0
"Fort Worth-Arlington, TX Met Div",2002-11-01,62.0
"Fort Worth-Arlington, TX Met Div",2002-12-01,62.0
"Fort Worth-Arlington, TX Met Div",2003-01-01,63.0
"Fort Worth-Arlington, TX Met Div",2003-02-01,63.0
"Fort Worth-Arlington, TX Met Div",2003-03-01,64.0
"Fort Worth-Arlington, TX Met Div",2003-04-01,64.0
"Fort Worth-Arlington, TX Met Div",2003-05-01,65.0
"Fort Worth-Arlington, TX Met Div",2003-06-01,65.0
"Fort Worth-Arlington, TX Met Div",2003-07-01,65.0
"Fort Worth-Arlington, TX Met Div",2003-08-01,64.0
"Fort Worth-Arlington, TX Met Div",2003-09-01,63.0
"Fort Worth-Arlington, TX Met Div",2003-10-01,61.0
"Fort Worth-Arlington, TX Met Div",2003-11-01,60.0
"Fort Worth-Arlington, TX Met Div",2003-12-01,59.0
"Fort Worth-Arlington, TX Met Div",2004-01-01,58.0
"Fort Worth-Arlington, TX Met Div",2004-02-01,58.0
"Fort Worth-Arlington, TX Met Div",2004-03-01,57.0
"Fort Worth-Arlington, TX Met Div",2004-04-01,57.0
"Fort Worth-Arlington, TX Met Div",2004-05-01,56.0
"Fort Worth-Arlington, TX Met Div",2004-06-01,55.0
"Fort Worth-Arlington, TX Met Div",2004-07-01,55.0
"Fort Worth-Arlington, TX Met Div",2004-08-01,55.0
"Fort Worth-Arlington, TX Met Div",2004-09-01,54.0
"Fort Worth-Arlington, TX Met Div",2004-10-01,55.0
"Fort Worth-Arlington, TX Met Div",2004-11-01,55.0
"Fort Worth-Arlington, TX Met Div",2004-12-01,54.0
"Fort Worth-Arlington, TX Met Div",2005-01-01,54.0
"Fort Worth-Arlington, TX Met Div",2005-02-01,53.0
"Fort Worth-Arlington, TX Met Div",2005-03-01,52.0
"Fort Worth-Arlington, TX Met Div",2005-04-01,51.0
"Fort Worth-Arlington, TX Met Div",2005-05-01,50.0
"Fort Worth-Arlington, TX Met Div",2005-06-01,50.0
"Fort Worth-Arlington, TX Met Div",2005-07-01,50.0
"Fort Worth-Arlington, TX Met Div",2005-08-01,50.0
"Fort Worth-Arlington, TX Met Div",2005-09-01,50.0
"Fort Worth-Arlington, TX Met Div",2005-10-01,50.0
"Fort Worth-Arlington, TX Met Div",2005-11-01,49.0
"Fort Worth-Arlington, TX Met Div",2005-12-01,49.0
"Fort Worth-Arlington, TX Met Div",2006-01-01,48.0
"Fort Worth-Arlington, TX Met Div",2006-02-01,48.0
"Fort Worth-Arlington, TX Met Div",2006-03-01,48.0
"Fort Worth-Arlington, TX Met Div",2006-04-01,48.0
"Fort Worth-Arlington, TX Met Div",2006-05-01,48.0
"Fort Worth-Arlington, TX Met Div",2006-06-01,48.0
